# Forces      
# CofR        : (0.000000e+00 0.000000e+00 2.000000e-01)
# Time        forces(pressure viscous)	moments(pressure viscous)
0             	((0.000000e+00 0.000000e+00 0.000000e+00) (-1.786720e-04 4.724111e+00 -1.904704e-02)) ((0.000000e+00 0.000000e+00 0.000000e+00) (7.226753e-01 4.748472e-04 -3.145350e-04))
1             	((-2.527114e+01 2.670488e+04 -9.190737e+02) (8.682670e-04 4.816933e+00 -2.309485e-02)) ((1.705692e+03 2.478373e+01 4.411801e+00) (7.563220e-01 -5.691997e-04 -6.900753e-04))
